Article Date,Title,Link,Desc
24/10/2020,FASTCash 2.0: North Korea's BeagleBoyz Robbing Banks,https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-239a,"Since February 2020, North Korea has resumed targeting banks in multiple countries to initiate fraudulent international money transfers and ATM cash outs. The recent resurgence follows a lull in bank targeting since late 2019. This advisory provides an overview of North Korea’s extensive, global cyber-enabled bank robbery scheme, a short profile of the group responsible for this activity, in-depth technical analysis, and detection and mitigation recommendations to counter this ongoing threat to the Financial Services sector."
15/12/2020,"Court denies bail for two Malaysians facing US cybercrime charges, pending extradition",https://www.databreaches.net/court-denies-bail-for-two-malaysians-facing-us-cybercrime-charges-pending-extradition/,KUALA LUMPUR (Bernama): Two Malaysian men who are wanted by the US Justice Department for alleged money laundering and cybercrimes in the country will remain in prison until their extradition application is heard by the Sessions Court next week.
7/1/2021,Thai media and content conglomerate Mono Next Public Company hit by ALTDOS hackers (UPDATE1),https://www.databreaches.net/thai-media-and-content-conglomerate-mono-next-public-company-hit-by-altdos-hackers/,"The same hacking group that hit Country Group Securities (CGSEC) in Thailand has revealed a recent attack on Mono Next Public Company Limited, a media and content conglomerate in Thailand."
12/1/2021,Convicted Hacker Charged with Fraud and Identity Theft Committed While Incarcerated in Federal Prison,https://www.databreaches.net/convicted-hacker-charged-with-fraud-and-identity-theft-committed-while-incarcerated-in-federal-prison/,"A federal complaint was unsealed today charging Ardit Ferizi with wire fraud and aggravated identity theft, announced United States Attorney David L. Anderson and Federal Bureau of Investigation, Special Agent in Charge Rachel L. Rojas, of the Jacksonville, Florida, FBI Division."
18/01/2021,All That for a Coinminer?,https://thedfirreport.com/2021/01/18/all-that-for-a-coinminer/,"A threat actor recently brute forced a local administrator password using RDP and then dumped credentials using Mimikatz. They not only dumped LogonPasswords but they also exported all Kerberos tickets. The threat actor used Advanced IP Scanner to scan the environment before RDPing into multiple systems, including a Domain Controller. After an hour of moving around the environment, they deployed XMRig on the initial compromised system before logging off. The threat actor was active on the network for about 2 hours in total."
1/2/2021,Anonymous Malaysia dakwa beberapa laman web kerajaan sudah digodam,https://www.astroawani.com/berita-malaysia/anonymous-malaysia-dakwa-beberapa-laman-web-kerajaan-sudah-digodam-280677,Kumpulan penggodam Anonymous Malaysia mendakwa kumpulan yang digelar Cyberpunk Team sudah menggodam beberapa laman web milik kerajaan.
1/2/2021,"Amaran Yang Diabaikan, Anonymous Malaysia Dakwa Berjaya Godam Beberapa Website Kerajaan",https://says.com/my/seismik/amaran-yang-diabaikan-anonymous-malaysia-dakwa-berjaya-godam-beberapa-laman-web-kerajaan,"Bermula hanya sekadar memberi amaran, kumpulan penggodam Anonymous Malaysia mendakwa kumpulan yang digelar Cyberpunk Team sudah menggodam beberapa laman web milik kerajaan"
6/2/2021,"Alleged breaches impacting Indians, Malaysians, under investigation",https://www.databreaches.net/alleged-breaches-impacting-indians-malaysians-under-investigation/,"lowyat.net reports that a significant number of user accounts belonging to  e-payment provider  E-Pay Malaysia  appeared on a popular database marketplace forum. According to the listing, the seller claims that the database which was dated January 2020 contained information belonging to 380,000 accounts."
12/2/2021,Database Seller Strikes Again: Personal Data of 10 Million Malaysian Voters Could Be On The Line,https://www.databreaches.net/database-seller-strikes-again-personal-data-of-10-million-malaysian-voters-could-be-on-the-line/,"Following the databases that were said to contain information about E-Pay Malaysia and Ifmal customers, there is a new listing that claimed to have 10 million Malaysian voters in its database. The listing took place last weekend on the same marketplace forum that featured the two previous databases."
18/2/2021,11 suspek godam laman web kerajaan dicekup,https://www.hmetro.com.my/mutakhir/2021/02/675805/11-suspek-godam-laman-web-kerajaan-dicekup,"Shah Alam: Polis menahan 11 individu dipercayai terbabit dalam aktiviti menggodam sistem komputer kerajaan dalam tujuh serbuan di seluruh negara, semalam."
19/2/2021,"Godam Website Kerajaan, Admin 'Anonymous Malaysia' Antara 11 Suspek Yang Ditahan Polis",https://says.com/my/seismik/godam-website-kerajaan-admin-anonymous-malaysia-antara-11-suspek-yang-ditahan-polis,"Menurut sumber, Timbalan Ketua Polis Negara, Datuk Seri Acryl Sani Abdullah Sani berkata serbuan dilakukan oleh Jabatan Siasatan Jenayah Komersial (JSJK) Bukit Aman selepas risikan dan intipan sejak seminggu lalu."
20/2/2021,Malaysia arrests 11 suspects for defacing government sites,https://www.databreaches.net/malaysia-arrests-11-suspects-for-defacing-government-sites/,Malaysian officials announced on Thursday the arrest of 11 suspects believed to be part of a hacktivist group that defaced government websites during late January.
2/3/2021,"Your personal data may have been compromised, Malaysia Airlines tells its frequent flyer members",https://www.databreaches.net/your-personal-data-may-have-been-compromised-malaysia-airlines-tells-its-frequent-flyer-members/,National carrier Malaysia Airlines informed members of its frequent flyer programme Enrich that there had been a “data security incident” at one of its third-party IT service providers.
19/3/2021,Malaysia call centre worker jailed for retrieving Singtel customer details that were later sold to loan sharks,https://www.databreaches.net/malaysia-call-centre-worker-jailed-for-retrieving-singtel-customer-details-that-were-later-sold-to-loan-sharks/,"A team leader at a call centre in Malaysia handling technical support for Singtel customers helped an ex-colleague retrieve information from more than 1,000 business accounts belonging to licensed moneylenders."
6/4/2021,Lima ditahan dipercayai godam sistem Imigresen,https://www.utusan.com.my/berita/2021/04/lima-ditahan-dipercayai-godam-sistem-imigresen/,PUTRAJAYA: Satu sindiket terbesar yang terlibat dalam pengeluaran Pas Lawatan Kerja Sementara (PLKS) palsu sehingga menyebabkan kerugian kepada hasil kerajaan dalam bentuk levi pekerja asing mencecah ratusan juta ringgit tumpas.
30/4/2021,Cyberspies target military organizations with new Nebulae backdoor,https://www.databreaches.net/cyberspies-target-military-organizations-with-new-nebulae-backdoor/,A Chinese-speaking threat actor has deployed a new backdoor in multiple cyber-espionage operations spanning roughly two years and targeting military organizations from Southeast Asia.
17/5/2021,Cyberinsurance giant AXA hit by ransomware attack after saying it would stop covering ransom payments,https://www.databreaches.net/cyberinsurance-giant-axa-hit-by-ransomware-attack-after-saying-it-would-stop-covering-ransom-payments/,"Consistent with their typical method, the Avaddon threat actors added Axa to their dedicated leak site, posted a deadline, and a warning as to what would happen if Axa does not pay."
04/06/2021,Prometheus: An Emerging Threat in the Ransomware Landscape,https://cyware.com/news/prometheus-an-emerging-threat-in-the-ransomware-landscape-5bb9742f,"Information and data are money in the 21st century and lots of cybercriminals are out to capture this new money. Cyberattacks have witnessed a surge in the last few months and have attained a pinnacle of sophistication. Lately, one such ransomware gang, named Prometheus, is making the headlines."
09/06/2021,Prometheus Ransomware Gang: A Group of REvil?,https://unit42.paloaltonetworks.com/prometheus-ransomware/,"Prometheus leverages double-extortion tactics and hosts a leak site, where it names new victims and posts stolen data available for purchase. It claims to have breached 30 organizations in government, financial services, manufacturing, logistics, consulting, agriculture, healthcare services, insurance agencies, energy and law firms in the United States, United Kingdom and a dozen more countries in Asia, Europe, the Middle East and South America."
9/6/2021,ASEAN companies still targeted by ALTDOS threat actors,https://www.databreaches.net/asean-companies-still-targeted-by-altdos-threat-actors/,"ALTDOS claimed to have attacked Unispec Group Singapore, which operates in the marine industry, providing services in marine insurance, surveying, cargo, containers, and marine IT software. UniSpec has offices in Singapore, India, Thailand, Malaysia, Indonesia, South Korea and China.'"
28/6/2021,"Il: Details of over 200,000 students leaked in cyberattack",https://www.databreaches.net/il-details-of-over-200000-students-leaked-in-cyberattack/,"The details of about 280,000 students throughout Israel were leaked after a cyberattack targeted the AcadeME company, which services a number of colleges and universities throughout the country, last week."
19/7/2021,"Four Chinese Nationals Working with the Ministry of State Security Charged with Global Computer Intrusion Campaign Targeting Intellectual Property and Confidential Business Information, Including Infectious Disease Research",https://www.justice.gov/opa/pr/four-chinese-nationals-working-ministry-state-security-charged-global-computer-intrusion,"A federal grand jury in San Diego, California, returned an indictment in May charging four nationals and residents of the People’s Republic of China with a campaign to hack into the computer systems of dozens of victim companies, universities and government entities in the United States and abroad between 2011 and 2018. The indictment, which was unsealed on Friday, alleges that much of the conspiracy’s theft was focused on information that was of significant economic benefit to China’s companies and commercial sectors, including information that would allow the circumvention of lengthy and resource-intensive research and development processes. The defendants and their Hainan State Security Department (HSSD) conspirators sought to obfuscate the Chinese government’s role in such theft by establishing a front company, Hainan Xiandun Technology Development Co., Ltd. (????) (Hainan Xiandun), since disbanded, to operate out of Haikou, Hainan Province."
24/08/2021,LockBit 2.0 Ransomware Victim: gdexpress[.]com,https://www.redpacketsecurity.com/lockbit-2-0-ransomware-victim-gdexpress-com/,"GDEX Bhd. is an investment holding company, which engages in the provision of express delivery and logistics services. It operates through the following segments: Express Delivery, Logistics, and Property Investment. The company was founded in 1997 and is headquartered in Petaling Jaya, Malaysia."
27/8/2021,MA-814.082021: MyCERT Alert - Cyber Security Best Practices in conjunction with Malaysia Independence Day holiday,https://www.mycert.org.my/portal/advisory?id=MA-814.082021,"As the Malaysian Independence Day holiday approaches over the weekend and many of us will be leaving for holiday break, we would like to alert System Administrators and Internet users to ensure sufficient measures had been implemented to secure their systems and networks before leaving for the holidays."
20/9/2021,ALTDOS claims to have hacked one of Malaysia’s biggest conglomerates,https://www.databreaches.net/altdos-claims-to-have-hacked-one-of-malaysias-biggest-conglomerates/,"Threat actors known as ALTDOS continue to romp their way through attacks on ASEAN entities, garnering very little media attention as they acquire and dump millions of consumer records and proprietary information on businesses. The majority of the victims whose data they have dumped appear to be from Singapore and Thailand, but they do have victims in other countries as well."
26/9/2021,Desorden Group claims to have stolen 200 GB of data from ABX Express,https://www.databreaches.net/desorden-group-claims-to-have-stolen-200-gb-of-data-from-abx-express/,DataBreaches.net has been contacted by a threat actor or group calling themselves “Desorden Group” (“Desorden”). The group claims to have hacked ABX Express Enterprise servers in Malaysia on September 23.
30/9/2021,GhostEmperor: From ProxyLogon to kernel mode,https://securelist.com/ghostemperor-from-proxylogon-to-kernel-mode/104407/,"While investigating a recent rise of attacks against Exchange servers, we noticed a recurring cluster of activity that appeared in several distinct compromised networks. This cluster stood out for its usage of a formerly unknown Windows kernel mode rootkit that we dubbed Demodex, and a sophisticated multi-stage malware framework aimed at providing remote control over the attacked servers."
30/9/2021,"My: No security breach, data leakage on MAF’s end or SSM’s end",https://www.databreaches.net/my-no-security-breach-data-leakage-on-mafs-end-or-ssms-end/,"The issue over the alleged data leak involving personal information of the public does not involve any security breach on the part of the Malaysian Armed Forces, says Chief of Defence Force Tan Sri Affendi Buang."
1/10/2021,Another Malaysia carrier allegedly hacked and data exfiltrated — Skynet,https://www.databreaches.net/another-malaysia-carrier-allegedly-hacked-and-data-exfiltrated-skynet/,"Desorden Group, who recently claimed to have successfully breached ABX Express, has contacted DataBreaches.net to report yet another logistics firm breach. This time, the claimed victim is Skynet.com.my.  Skynet is a  carrier company in Malaysia that provides  domestic and international carrier services."
16/10/2021,"Acer under fire: Now hackers claim to have hit Acer Taiwan, too",https://www.databreaches.net/acer-under-fire-now-hackers-claim-to-have-hit-acer-taiwan-too/,"DESORDEN threat actors are still going after Acer, it seems.  In addition to their recent revelation that they exfiltrated 60 GB of data from Acer India — a breach that Acer confirmed — they have alerted DataBreaches.net that they have also successfully attacked Acer in Taiwan."
24/11/2021,LockBit 2.0 Ransomware Victim: mtradeasia[.]com,https://www.redpacketsecurity.com/lockbit-2-0-ransomware-victim-mtradeasia-com/,"We have a passports of people all around the world, financial documents, transactions history, emails and conversations with a business partners of mtrade and eremit such as Visa, banks, etc. 120GB total Malaysia’s largest Money Services Business (MSB) operator, Merchantrade Asia Sdn Bhd (Merchantrade) has entered into a partnership with Ant Group, the leader in the development of open platforms for technology-driven inclusive financial services."
8/12/2021,Chinese State-Sponsored Cyber Espionage Activity Supports Expansion of Regional Power and Influence in Southeast Asia,https://www.recordedfuture.com/chinese-state-sponsored-cyber-espionage-expansion-power-influence-southeast-asia,"Recorded Future’s Insikt Group tracks Chinese state-sponsored cyber espionage operations targeting government and private sector organizations across Southeast Asia. In this report, we highlight multiple examples of activity reported to Recorded Future clients throughout 2021. The identified intrusion campaigns almost certainly support key strategic aims of the Chinese government, such as gathering intelligence on countries engaged in South China Sea territorial disputes or related to projects and countries strategically important to the Belt and Road Initiative (BRI)."
17/01/2022,Cyber espionage campaign targets renewable energy companies,https://www.bleepingcomputer.com/news/security/cyber-espionage-campaign-targets-renewable-energy-companies/,
25/01/2022,MA-826.012022: MyCERT Advisory - Microsoft January 2022 Security Updates,https://www.mycert.org.my/portal/details?menu=431fab9c-d24c-4a27-ba93-e92edafdefa5&id=e521b2b7-6d8f-4aa8-9897-f7081d161fae,
13/02/2022,TECHNICAL MALWARE ANALYSIS: THE RETURN OF EMOTET,https://notes.netbytesec.com/2022/02/technical-malware-analysis-return-of.html,
14/02/2022,"The APT fallout of vulnerabilities such as ProxyLogon in Exchange (Hafnium), OGNL injection, and log4shell","https://www.hvs-consulting.de/en/threat-intelligence-report-emissary-panda-apt27/ 
",
05/04/2022,RTF TEMPLATE INJECTION SAMPLE TARGETING MALAYSIA,https://notes.netbytesec.com/2022/04/rtf-template-injection-sample-targeting-Malaysia.html,"On 30 March 2022, the Netbytesec team come across a tweet from Shadow Chaser Group (@ShadowChasing1) which is well known as one of the groups focused on APT hunt and analysis. The researcher from the Shadow Chaser Group claimed that they found an interesting RTF sample which Netbytesec team believes the samples are linked to Malaysia as the name and content of the RTF samples containing Cyber Security Malaysia's acronym name, CyberGuru logo, and Malaysia Ministry of Communications and Multimedia's emblem."
06/04/2022,Fake e?shops on the prowl for banking credentials using Android malware,https://www.welivesecurity.com/2022/04/06/fake-eshops-prowl-banking-credentials-android-malware/,"The popularity of online shopping has been growing during the past few years, a trend accelerated by the pandemic. To make this already convenient way of never having to leave the couch to buy new things even more convenient, people are increasingly using their smartphones instead of computers to shop: in Q1 2021, smartphones accounted for 69% of all retail website visits worldwide, and smartphone purchases made up 57% of online shopping orders. A noteworthy aspect of buying goods and services via a mobile device is that 53% of smartphone users do it from vendor-specific applications."
13/04/2022,Emotet modules and recent attacks,https://securelist.com/emotet-modules-and-recent-attacks/106290/,"Emotet was first found in the wild in 2014. Back then its main functionality was stealing user banking credentials. Since then it has survived numerous transformations, started delivering other malware and finally became a powerful botnet. In January 2021 Emotet was disrupted by a joint effort of different countries’ authorities. It took the threat actors almost 10 months to rebuild the infrastructure, whereupon Emotet returned in November. At that time, Trickbot malware was used to deliver Emotet. Now, Emotet is spreading by itself in malicious spam campaigns."
27/04/2022,"""URGENT BUSINESS PROPOSAL!!!"" 419 scammer wants your help to move someone's inheritance",https://www.malwarebytes.com/blog/news/2022/04/urgent-business-proposal-419-scammer-wants-your-help-to-move-someones-inheritance,The mail the scammers want you to reply to is different to the mail it came from. They’re also trying to make the mail look more respectable by using the name of an actual person.
29/4/2022,The Lotus Panda is Awake Again: Analysis of the Last Strike,https://blog.cluster25.duskrise.com/2022/04/29/lotus-panda-awake-last-strike,"NAIKON is the name of an APT (Advanced Persistent Threat) which is believed to originate from China. The Naikon hacker group was first tracked over a decade ago, back in 2010. Naikon APT hit the headlines in 2015 when malware researchers discovered the infrastructure used by cybercriminals. Thanks to this, one of the members of the hacker group was caught by law enforcement. After this oversight, cybersecurity analysts suggested that Naikon APT went out of business. However, Naikon has resurfaced in the last weeks."
18/05/2022,"Data leak containing info of 22.5 million Malaysians not from NRD, says Hamzah",https://www.databreaches.net/data-leak-containing-info-of-22-5-million-malaysians-not-from-nrd-says-hamzah/,"The alleged data leak containing information of 22.5 million Malaysians is not from the National Registration Department (NRD), says Datuk Seri Hamzah Zainudin."
18/05/2022,Data of 22.5 million Malaysians born 1940-2004 allegedly being sold for US$10k,https://www.straitstimes.com/asia/se-asia/data-of-225-million-malaysians-born-1940-2004-allegedly-being-sold-for-us10k,
19/05/2022,SCAM AND MALICIOUS APK TARGETING MALAYSIAN: MYMAIDKL TECHNICAL ANALYSIS,https://notes.netbytesec.com/2022/05/scam-and-malicious-apk-targeting.html,
20/05/2022,MA-834.052022: MyCERT Alert - SMSSpy campaign to steal Malaysian banking user credential,https://www.mycert.org.my/portal/details?menu=431fab9c-d24c-4a27-ba93-e92edafdefa5&id=c2a5b8c1-fe94-489e-a772-dbb9d0fb8968,MyCERT observed cybercriminals had exploited a malicious android application in a SMSSpy campaign targeting internet users in Malaysia. The first campaign is leveraging on Law Enforcement Agency (LEA) and regulators. The target victim received a phone call from LEA informing them that they have arrears for their company or are subjected to crime and need to freeze their financial account. The victim will need to pay a sum of money to unfreeze the account and is instructed to download a malicious android application to complete the process of payment.
23/05/2022,"Malaysia: Govt must be transparent, outcome of alleged data breach probe must be made public",https://www.databreaches.net/malaysia-govt-must-be-transparent-outcome-of-alleged-data-breach-probe-must-be-made-public/,Transparency International Malaysia (TI-M) today expressed concern over the alleged data leaks and sale of personal data belonging to Malaysians and urged the government to publicly disclose the results of police investigation into the matter.
30/05/2022,Cyberattacks on Government Machinery,https://cyble.com/blog/cyberattacks-on-government-machinery/,"The second quarter of 2022 witnessed a series of cyberattacks by the Conti ransomware gang against the Costa Rican government, culminating in a nationwide crisis and declaration of national emergency by the recently-elected President, Rodrigo Chaves. Earlier in March 2022, United States President Joe Biden extended the state of national emergency declared in April 2015 till March 31, 2023, to deal with cyber threats to the United States."
07/06/2022,MA-836.062022: MyCERT Alert - Kempen SMSSpy bagi Mencuri Maklumat Peribadi Perbankan Pengguna Internet Malaysia,https://www.mycert.org.my/portal/details?menu=431fab9c-d24c-4a27-ba93-e92edafdefa5&id=09dcee9e-ecd6-4796-8d74-d069bf0e398a,"Hasil pemerhatian MyCERT mendapati bahawa penjenayah siber telah mengeksploitasi aplikasi Android berniat jahat dalam kempen SMSSpy yang menyasarkan pengguna Internet di Malaysia, melalui dua kempen. Melalui kempen pertama, kaedah yang digunakan adalah dengan melakukan penyamaran sebagai agensi Penguatkuasaan Undang-undang (LEA) dan badan pengawal selia. Mangsa menerima panggilan telefon daripada LEA memaklumkan bahawa mereka mempunyai tunggakan kewangan bagi syarikat mangsa atau terlibat dalam sesuatu jenayah di mana pembekuan akaun kewangan mangsa akan dilaksanakan. Dalam hal ini, mangsa perlu membayar sejumlah wang untuk membatalkan tindakan pembekuan tersebut dan mangsa diarahkan untuk memuat turun satu aplikasi Android berniat jahat untuk menyelesaikan proses pembayaran."
9/6/2022,Aoqin Dragon | Newly-Discovered Chinese-linked APT Has Been Quietly Spying On Organizations For 10 Years,https://www.sentinelone.com/labs/aoqin-dragon-newly-discovered-chinese-linked-apt-has-been-quietly-spying-on-organizations-for-10-years/,"SentinelLabs has uncovered a cluster of activity beginning at least as far back as 2013 and continuing to the present day, primarily targeting organizations in Southeast Asia and Australia. We assess that the threat actor’s primary focus is espionage and relates to targets in Australia, Cambodia, Hong Kong, Singapore, and Vietnam. We track this activity as ‘Aoqin Dragon’."
10/6/2022,MA-840.062022: MyCERT Alert - Kempen SMSSpy bagi Mencuri Maklumat Peribadi Perbankan Pengguna Internet Malaysia,https://www.mycert.org.my/portal/advisory?id=MA-840.062022,"Hasil pemerhatian MyCERT mendapati bahawa penjenayah siber telah mengeksploitasi aplikasi Android berniat jahat dalam kempen SMSSpy yang menyasarkan pengguna Internet di Malaysia, melalui dua kempen. Melalui kempen pertama, kaedah yang digunakan adalah dengan melakukan penyamaran sebagai agensi Penguatkuasaan Undang-undang (LEA) dan badan pengawal selia. Mangsa menerima panggilan telefon daripada LEA memaklumkan bahawa mereka mempunyai tunggakan kewangan bagi syarikat mangsa atau terlibat dalam sesuatu jenayah di mana pembekuan akaun kewangan mangsa akan dilaksanakan. Dalam hal ini, mangsa perlu membayar sejumlah wang untuk membatalkan tindakan pembekuan tersebut dan mangsa diarahkan untuk memuat turun satu aplikasi Android berniat jahat untuk menyelesaikan proses pembayaran."
13/06/2022,"GALLIUM Expands Targeting Across Telecommunications, Government and Finance Sectors With New PingPull Tool",https://unit42.paloaltonetworks.com/pingpull-gallium/,"Unit 42 recently identified a new, difficult-to-detect remote access trojan named PingPull being used by GALLIUM, an advanced persistent threat (APT) group."
14/06/2022,DragonForce Malaysia OpsPatuk / OpsIndia,https://www.radware.com/security/threat-advisories-and-attack-reports/dragonforce-malaysia-opspatuk-opsindia/,"The driving force behind #OpsPatuk is a hacktivist group known as DragonForce Malaysia. The group is a known pro-Palestinian hacktivist group located in Malaysia and has been observed working with several threat groups in the past, including the T3 Dimension Team and ReliksCrew. DragonForce Malaysia has a website and a forum where threat actors conduct most of their announcements and discussions. The group also has a Telegram channel, but most content is replicated throughout the forum and other social media platforms, including TikTok."
16/6/2022,Malaysian POS provider StoreHub almost exposed one million customers in data leak,https://www.databreaches.net/malaysian-pos-provider-storehub-almost-exposed-one-million-customers-in-data-leak/,"Another day, another data leak report in Malaysia. Data leaks and breaches are becoming so rampant in Malaysia that there is news about them almost every week in the local media. Now, almost a million customers have had their data leaked in what may be an industry-impacting incident."
21/06/2022,Unveiling an unknown APT actor attacking high-profile entities in Europe and Asia,https://securelist.com/toddycat/106799/,"ToddyCat is a relatively new APT actor that we have not been able to relate to other known actors, responsible for multiple sets of attacks detected since December 2020 against high-profile entities in Europe and Asia. We still have little information about this actor, but we know that its main distinctive signs are two formerly unknown tools that we call ‘Samurai backdoor’ and ‘Ninja Trojan’."
30/06/2022,"Hacktivist Group DragonForce Malaysia Releases Windows LPE Exploit, Discloses Plans to Evolve into a Ransomware Group",https://cloudsek.com/threatintelligence/hacktivist-group-dragonforce-malaysia-releases-windows-lpe-exploit-discloses-plans-to-evolve-into-a-ransomware-group/,"DragonForce Malaysia has shared an exploit to bypass the Windows Server LPE LDR for targeting and exploiting Indian servers. The group has also shared a working PoC (Proof of Concept) video to substantiate their claims. CloudSEK’s contextual AI digital risk monitoring platform XVigil identified a post on a Telegram channel where the hacktivist group, DragonForce Malaysia has shared an exploit to bypass the Windows Server LPE LDR for targeting and exploiting Indian servers. The group has also shared a working PoC (Proof of Concept) video to substantiate their claims."
26/7/2022,Growing risk to Indonesian citizens’ privacy as breaches and leaks appear on marketplaces,https://www.databreaches.net/growing-risk-to-indonesian-citizens-privacy-as-breaches-and-leaks-appear-on-marketplaces/,"Companies in developing countries in Asean usually does not bother to respond, instead we sell the databases via middleman and there are high buyers for these data in this region. We believe these stolen databases ended up in the hands of China people operating scam call centers in Malaysia, Cambodia and Laos region. Nothing much can be done. If a company does not respond, the data has to end up somewhere for a profit."
27/07/2022,MA-846.072022: MyCERT Alert - Alert on Fake Winning Contest Shopee,https://www.mycert.org.my/portal/details?menu=431fab9c-d24c-4a27-ba93-e92edafdefa5&id=eec4dbd6-c7e5-4c90-8120-9d72a98a18d7,"MyCERT has received several reports from local internet users about people impersonating Shopee employees as part of their scams. These individuals will contact people through various messaging platforms, such as WhatsApp, to offer job opportunities, cash rewards, and lucky draw prizes."
28/07/2022,"OAED Loader Sample Shared on Twitter, Loader Reportedly Used by Tonto Team",https://twitter.com/8th_grey_owl/status/1551565598621978624,"On July 25, 2022, malware analyst @8th_grey_owl shared a sample of a malware named OAED Loader. This loader is reportedly used by the Chinese APT group Tonto Team. As previously reported by Insikt Group, Tonto Team has conducted attacks using various tools and exploits, including ShadowPad, PortDoor, and zero-days to target Russia, Taiwan, Hong Kong, and Malaysia, among others. VirusTotal analysis of the sample yields a medium detection rate. According to @8th_grey_owl, this malware poses as an installer for VIA Technologies and uses Tox to communicate with a C2, which Insikt Group also observed via sandbox analysis."
05/08/2022,Malaysian minister says amendments to PDPA in the works after repeated data breached,https://www.databreaches.net/malaysian-minister-says-amendments-to-pdpa-in-the-works-after-repeated-data-breached/,"Communications and Multimedia Minister Tan Sri Annuar Musa today said that several amendments to Act 709 of the Personal Data Protection Act (PDPA) 2010 are in the pipeline to strengthen the law, after a series of personal data breaches in the country this year."
08/08/2022,LockBit 3.0 Ransomware Victim: autoliv[.]com,https://www.redpacketsecurity.com/lockbit-3-0-ransomware-victim-autoliv-com/,"AUTOLIV HIROTAKO SDN.BHD. A major player in the Malaysian safety restraint systems marketplace, providing a range of high quality seat belts, airbags and steering wheels to all automotive manufacturers based in Malaysia. Products: seatbelts & related parts, airbags, steering wheels Phone: 389612020"
08/08/2022,LockBit 3.0 Ransomware Victim: shopper360[.]com[.]my,https://www.redpacketsecurity.com/lockbit-3-0-ransomware-victim-shopper360-com-my/,"Stolen 178GB: passports, scans, financial statements, contracts, documents and more Shopper360 Limited is a Malaysia-based provider of shopper marketing services to the retail, consumer goods and in-store advertising industries. The company offers a range of marketing and advertising services that cover the entire “shopper journey”, from the in-store experience to loyalty, retention and repeat purchases."
09/08/2022,MA-847.082022: MyCERT Alert - Peraduan Menang Palsu Shopee,https://www.mycert.org.my/portal/details?menu=431fab9c-d24c-4a27-ba93-e92edafdefa5&id=ce9d2ca0-79a5-4ba3-818f-0fa66a525449,"MyCERT telah menerima beberapa laporan daripada pengguna Internet tempatan berkenaan kegiatan penipuan melalui penyamaran sebagai pekerja Shopee. Individu ini akan menghubungi orang ramai melalui pelbagai platform khidmat pesanan seperti WhatsApp, untuk menawarkan peluang pekerjaan, ganjaran wang tunai, dan hadiah cabutan bertuah."
11/08/2022,"Malaysian payment gateway platform iPay88 suffers data leak, card data may be compromised",https://www.databreaches.net/malaysian-payment-gateway-platform-ipay88-suffers-data-leak-card-data-may-be-compromised/,"If you typically use contactless payment methods, chances are that you’ve used iPay88 even without realising it. iPay88 is one of Malaysia’s biggest payment gateway platforms, providing point-of-sale solutions for plenty of merchants throughout Malaysia and the region."
18/08/2022,MA-848.082022: MyCERT Alert - Merdeka Day Best Practices Alert,https://www.mycert.org.my/portal/details?menu=431fab9c-d24c-4a27-ba93-e92edafdefa5&id=436b03b2-78f3-421c-bfbd-6b6e71b7b170,"As the Malaysian Independence Day holiday approaches over the weekend and many of us will be leaving for holiday break, we would like to alert System Administrators and Internet users to ensure sufficient measures had been implemented to secure their systems and networks before leaving for the holidays."
29/08/2022,Laptop at centre of probe into massive 2017 phone data leak (Malaysia),https://www.databreaches.net/laptop-at-centre-of-probe-into-massive-2017-phone-data-leak/,Police are investigating new evidence linked to a data leak about five years ago that reportedly involved 46 million Malaysian mobile numbers. The new evidence is believed to revolve around the use of a highly-secure laptop computer from the premises of the Malaysian Communications and Multimedia Commission to access a server containing the data of all Malaysian mobile phone subscribers.
30/08/2022,Rising Tide: Chasing the Currents of Espionage in the South China Sea ,https://www.proofpoint.com/us/blog/threat-insight/chasing-currents-espionage-south-china-sea,"Proofpoint’s Threat Research Team details a recent cyber espionage campaign targeting entities globally and conducted by a threat actor publicly which was attributed in 2021 by multiple governments and was the focus of a 2021 indictment by the US Department of Justice. The targets of this recent campaign spanned Australia, Malaysia, and Europe, as well as entities that operate in the South China Sea. Proofpoint’s research has been assisted by the PwC Threat Intelligence team to provide the information security community with a comprehensive view of the threat activity described.  "
1/9/2022,This #1 Cyber Threat Caused the US $18.6 Billion in Losses.,https://www.sentinelone.com/wp-content/uploads/2022/09/number-1-cyberthreat-white-paper-apj.pdf,"Within APAC itself, Japan, Philippines, India, Singapore and Malaysia are among the top countries with the highest average ransomware payments"
02/09/2022,Customer data from hundreds of Indonesian and Malaysian restaurants hacked by DESORDEN,https://www.databreaches.net/customer-data-from-hundreds-of-indonesian-and-malaysian-restaurants-hacked-by-desorden/,"Hackers known as DESORDEN have hit another big Indonesian business. This time, their victim was BOGA Group, which operates more than 200 restaurants and outlets across Indonesia and Malaysia under brand names including Bakerzin, Pepper Lunch, Paradise Dynasty, Paradise Inn, Shaburi, Kintan Buffet, Onokabe, Putu Made, Kimukatsu, Yakiniku Like, Ocean 8, Sushi Kaiyo, and Boga Kitchen. Boga Group also operates Boga Catering, a premium catering service."
